번호,의안번호,법률안명,제안자구분,소관위원회,주요내용,의견수,date
42,2209044,정보통신망 이용촉진 및 정보보호 등에 관한 법률 일부개정법률안 (한준호의원 등 15인),의원,과학기술정보방송통신위원회,"제안이유 및 주요내용



  현행법에 따르면정보통신망을 통하여 일반에게 공개를 목적으로 제공된 정보로 사생활의 침해 또는 명예훼손 등 타인의 권리가 침해된？경우？그？침해를？받은？자는？해당？정보를？처리한？정보통신서비스？제공자에게？그 정보의 삭제 또는 반박내용의 게재를 요청할 수 있음. 또한 방송통신심의위원회에 사생활의 침해 또는 명예훼손 등 타인의 권리를 침해하는 정보와 관련된 분쟁의 조정업무를 위한 명예훼손 분쟁조정부를 두도록 하고 있음.

  그런데 사생활의 침해 또는 명예훼손 정보의 삭제 요청은 해당 정보가 게시된 사이트에서 할 수 있지만, 이로 인한 분쟁조정의 신청은 별도로 방송통신심의위원회의 인터넷피해구제 사이트에서 하도록 되어 있어 이용자들이 이러한 절차를 쉽게 알기 어렵고 관련 사이트를 찾아가야 하는 번거로움이 있음.

  한편, 현행법에 있던 개인정보분쟁조정위원회 관련 규정을 「개인정보 보호법」으로 이관하여 규정하면서 이를 준용하도록 하고 있는 명예훼손 분쟁조정부의 설치ㆍ운영 및 분쟁조정 절차 등에 관한 규정에 공백이 발생함.

  이에 명예훼손 정보가 유통된 정보통신망을 운영ㆍ관리하는 정보통신서비스 제공자가 이용자의 요청에 따라 삭제등 조치를 한 때에는 해당 조치를 한 사실과 함께 해당 정보를 게재ㆍ유통한 이용자 정보의 제공 청구 및 명예훼손 분쟁조정 신청 등에 관한 사항을 신청인 등에게 알리도록 하는 한편, 명예훼손 분쟁조정부의 설치ㆍ운영 및 분쟁조정 절차 등에 관한 사항을 규정함으로써 입법공백 상태를 해소하려는 것임(안 제44조의2, 제44조의10, 제44조의11부터 제44조의14까지 신설 등).",12586,20250321
43,2208928,정보통신망 이용촉진 및 정보보호 등에 관한 법률 일부개정법률안 (이정헌의원 등 14인),의원,과학기술정보방송통신위원회,"제안이유 및 주요내용



  현행법에 따르면 과학기술정보통신부장관은 정보통신망연결기기등이 정보통신망의 안정성 및 정보의 신뢰성 확보 등에 관한 인증기준에 적합한 경우 정보보호인증을 할 수 있음.

  그런데, 현행법상 정보보호인증제도가 의무인증제도가 아닌 임의인증제도로 규정되어 있어 해외 기업이 제조한 정보통신망연결기기등이 정보보호인증을 받지 않고 수입되고 있는 등 정보보호인증 실적이 저조함.

  이에 정보보호인증을 받은 자는 정보보호인증의 내용을 표시하거나 홍보할 수 있도록 하고, 과학기술정보통신부장관이 중앙행정기관 등에 정보보호인증을 받은 정보통신망연결기기등의 우선구매 등을 요청할 수 있도록 하며, 정보보호인증을 받으려는 자에 대한 지원 근거를 마련함으로써 기업 등이 정보보호인증을 받을 유인을 높여 정보보호인증제도의 실효성을 제고하려는 것임(안 제48조의6제7항부터 제9항까지 신설 등).",9795,20250314
44,2208838,정보통신망 이용촉진 및 정보보호 등에 관한 법률 일부개정법률안 (김예지의원 등 10인),의원,과학기술정보방송통신위원회,"제안이유 및 주요내용



  현행법은 사람을 비방할 목적으로 정보통신망을 통하여 공공연하게 사실을 드러내어 다른 사람의 명예를 훼손한 자에 대하여는 3년 이하의 징역 또는 3천만원 이하의 벌금에, 공공연하게 거짓의 사실을 드러내어 같은 피해를 입한 자에 대하여는 7년 이하의 징역, 10년 이하의 자격정지 또는 5천만원 이하의 벌금에 처하도록 하고 있음.

  그런데 최근 정보통신망을 통하여 특정 집단 또는 개인에 대한 혐오 또는 비방하는 내용의 글이 무분별하게 게재ㆍ유통되면서 이로 인한 사생활 침해 또는 명예훼손 등 피해가 급증하고 있고 나아가 심각한 정신적 고통으로 인해 극단적 선택을 하는 사례 또한 지속적으로 나타나고 있음.

  이에 정보통신망에서의 명예훼손에 대한 형량을 상향하여 공공연하게 사실을 드러낸 경우에는 5년 이하의 징역 또는 5천만원 이하의 벌금에, 거짓의 사실을 드러낸 경우에는 10년 이하의 징역, 10년 이하의 자격정지 또는 1억원 이하의 벌금형에 각각 처하도록 함으로써 정보통신망에서의 명예훼손으로 인한 이용자 피해를 방지하려는 것임(안 제70조제1항 및 제2항).",14674,20250312
45,2208803,정보통신망 이용촉진 및 정보보호 등에 관한 법률 일부개정법률안 (김태선의원 등 14인),의원,과학기술정보방송통신위원회,"제안이유 및 주요내용



  국립공원공단의 자료에 따르면 2020년부터 2024년까지 최근 5년 동안 국립공원의 비법정탐방로 이용 적발 건수는 총 5,285건에 달하며, 동 기간 동안 비법정탐방로 이용과 관련된 안전사고로 18명이 사망하고 54명이 부상당하는 등 비법정탐방로와 관련된 안전사고가 지속적으로 발생하고 있습니다.

  비법정탐방로는 조난과 추락의 위험이 있으며, 출입 또는 통행이 금지ㆍ제한된 지역이기 때문에 조난 시에도 조난자가 섣불리 구조 요청을 하지 못하여 응급상황 발생 시 더욱 위험할 수 있음에도 비법정탐방로 출입 등의 사실을 공유하거나 출입 등을 모집하는 내용이 정보통신망에서 불특정다수에게 공유되고 있어 비법정탐방로 관련 피해가 커지고 있습니다.

  이에 비법정탐방로에 출입 또는 통행한 행위 및 그 행위와 관련된 정보를 공유하거나 출입 또는 통행하기 위하여 사람을 모집하는 내용의 정보를 불법정보에 포함시켜 해당 정보가 정보통신망을 통하여 유통되지 않도록 함으로써 비법정탐방로 관련 안전사고를 예방하려는 것입니다(안 제44조의7제1항제6호의4 신설 등).",10659,20250311
46,2208460,정보통신망 이용촉진 및 정보보호 등에 관한 법률 일부개정법률안 (이수진의원 등 10인),의원,과학기술정보방송통신위원회,"제안이유 및 주요내용



  현행법에 따르면 누구든지 마약의 매매ㆍ알선 등에 관한 정보를 광고하는 등 범죄를 목적으로 하거나 교사 또는 방조하는 내용의 정보등의 불법정보를 유통하여서는 아니 되며, 방송통신위원회는 정보통신서비스 제공자 또는 게시판 관리ㆍ운영자에게 해당 정보의 처리를 거부ㆍ정지 또는 제한하도록 명할 수 있음.

  그런데, 인력 부족 및 시스템 미비 등으로 인하여 불법정보의 식별ㆍ심의 및 해당 정보 처리의 거부ㆍ정지 또는 제한 등에 있어 어려움이 발생하고 있다는 지적이 지속적으로 제기되고 있음.

  이에 방송통신위원회가 불법정보의 유통을 효과적으로 방지하기 위하여 필요한 소프트웨어나 컴퓨터프로그램을 개발 및 이용ㆍ보급할 수 있도록 규정함으로써 마약의 매매ㆍ알선 등에 관한 정보 등 불법정보의 유통을 효과적으로 방지하려는 것임(안 제44조의7제6항부터 제8항까지 신설).",14740,20250226
47,2208450,정보통신망 이용촉진 및 정보보호 등에 관한 법률 일부개정법률안 (나경원의원 등 34인),의원,과학기술정보방송통신위원회,"제안이유 및 주요내용



  최근 온라인 공간에서의 익명성을 악용한 여론 조작 및 허위 정보 유포 행위가 심각한 사회적 문제로 대두되고 있음. 특히, 해외에 기반을 둔 조직적인 댓글 활동을 통해 국내 온라인 여론을 왜곡하려는 시도가 빈번하게 발생하고 있다는 국민적 우려가 커지고 있음.

  이러한 행위는 공정한 사이버 공간을 저해할 뿐만 아니라 자영업자, 소상공인, 콘텐츠 제작자, 일반 국민에게도 심각한 피해를 초래함.

  그러나 현재 온라인 댓글 작성자의 국적 및 접속 위치에 대한 투명성이 부족하여, 해외발 여론 조작을 차단하기 어려운 실정임. 특히, 가상사설망(VPN) 등 우회 접속 기술을 활용하여 실제 접속지를 은폐하는 사례가 증가하고 있어 이에 대한 대응이 필요함.

  이에 일정 기준에 해당하는 정보통신서비스 제공자로 하여금 이용자가 게시판 등에 정보를 게재하는 경우에는 이용자의 정보통신서비스 이용 및 접속 장소를 기준으로 국가명이 표시되도록 기술적 조치를 하게 하는 등 현행 제도의 운영상 나타난 일부 미비점을 개선ㆍ보완하려는 것임(안 제44조의11 및 제76조제3항제4호의3부터 제4호의6까지 신설).",17267,20250226
48,2208271,정보통신망 이용촉진 및 정보보호 등에 관한 법률 일부개정법률안 (김문수의원 등 11인),의원,과학기술정보방송통신위원회,"제안이유 및 주요내용



  유튜브, 개인방송 시장의 확대와 함께 이를 통해 허위사실을 유포하거나 개인의 명예를 훼손하는 일이 증가하고 있음.

  그러나 형사재판에서 정보통신망에서의 명예훼손에 대한 범죄가 인정된다 하더라도 대부분 소액의 벌금형에 그치는 경우가 많고, 오히려 명예훼손 및 허위사실 유포를 통해 창출한 수익이 더 커 법의 실효성과 범죄예방 효과가 떨어지고 있음.

  이에 정보통신망에서의 명예훼손 형량을 상향하여 공공연하게 사실을 드러낸 경우에는 1억 이하의 벌금에 처하도록 하고, 거짓의 사실을 드러낸 경우에는 10억원 이하의 벌금형을 내릴 수 있도록 하며, 피고인이 유죄로 인정될 경우에는 위반행위와 관련하여 취득한 금품이나 그 밖의 이익을 몰수하여 범죄를 예방하려는 것임(안 제70조제1항 및 제2항, 제75조의2).",38465,20250219
49,2208046,정보통신망 이용촉진 및 정보보호 등에 관한 법률 일부개정법률안 (정준호의원 등 10인),의원,과학기술정보방송통신위원회,"제안이유 및 주요내용



  12.29 여객기 참사 유가족들은 가족이 남긴 마지막 카톡, SNS에 남긴 사진, 동영상 등을 보고 싶어도 볼 수 없었고, 전화번호, 이메일 등을 이용하여 부고를 알리지도 못하는 상황이었음.

  유가족들은 사고 수습 과정에서 이 부분의 제도가 미비한 점에 대해 아쉬움을 많이 표현하였음. 이는 우리나라가 디지털 유산의 승계 및 관리에 관한 제도가 마련되어 있지 않기 때문임. 그간 디지털 유산은 ‘인격권’에 관한 사항으로 치부되어 민법상 상속의 규정을 그대로 적용하기 어렵다는 논란이 있어 왔음.

  그동안 유족들의 요구에 대해서 정보통신서비스사업자는 개인정보보호의 의무 때문에 공개할 수 없고, 사회적 대형 참사 또는 재난 시에만 사회적 공감대 형성에 기반해 제한적으로 공개해 왔음.

  이에 남겨진 유가족들이 정보통신서비스제공자의 선의나 재난의 크기가 아니라 고인의 디지털 정보를 정해진 절차와 테두리 안에서 확인할 수 있도록 하여 유족들의 사고 수습을 돕고, 고인과의 추억을 간직할 수 있도록 하고자 함. 

  또한, 소유자가 잊혀질 권리를 행사하여 정보의 제공을 거부하는 의사를 표시할 수 있는 방안도 함께 마련하여 망인의 디지털 인격권도 보호받을 수 있도록 하고자 함(안 제44조의11 신설).",12434,20250212
50,2207938,정보통신망 이용촉진 및 정보보호 등에 관한 법률 일부개정법률안 (박정훈의원 등 10인),의원,과학기술정보방송통신위원회,"제안이유 및 주요내용



  최근 유튜브, 인스타그램 등 SNS를 통하여 소비자들에게 피해를 주는 ‘허위ㆍ과장’ 광고가 급증하고 있지만, 이러한 광고에 대한 즉각적이고 효과적인 규제가 미흡한 상황임.

  최근 5년간(2020-2024년) 식약처에서 적발한 ‘허위ㆍ과장’ 광고는 8만 1,064건에 달하고 있으며, 그중 카페ㆍ블로그ㆍSNS 등의 광고 매체가 3만 9,095건(48%)으로 절반에 달하는 것으로 나타났음. 최근 SNS에서 일본 1위 관절약을 직수입해 판매한다는 광고를 한 업체의 상품이 실제로는 일본에서 판매를 하고 있지 않은 것으로 밝혀지는 등 ‘허위ㆍ과장’광고는 소비자들의 건강과 공정한 거래질서를 위협하고 있음.

  특히 현행 규제 체계로는 ‘허위ㆍ과장’ 광고에 대한 행정처분이 지연되거나 처벌 수위가 낮아, ‘허위ㆍ과장’ 광고를 즉각적으로 차단하기 어렵고, 실질적인 억제효과도 낮아 소비자들에게 지속적으로 ‘허위ㆍ과장’ 광고가 노출되고 있는 상황임.

  이에 법령에 따라 금지되는 ‘허위ㆍ과장’ 광고 등 부당한 표시ㆍ광고 행위 등의 정보에 대해서 방송통신위원회가 7일 이내에 심의위원회의 심의를 거쳐 정보통신서비스 제공자 또는 게시판 관리ㆍ운영자에게 해당 광고의 게시를 신속히 거부하거나 정지ㆍ제한 할 수 있는 법적 근거를 마련해 허위 정보의 확산을 차단하고, 청소년과 고령자 등 취약 계층을 포함한 모든 소비자들의 피해를 예방하고 공정한 거래질서를 세우고자 함(안 제44조의7제1항제3호의2 신설).",8265,20250206
51,2207843,정보통신망 이용촉진 및 정보보호 등에 관한 법률 일부개정법률안 (조인철의원 등 11인),의원,과학기술정보방송통신위원회,"제안이유 및 주요내용



  최근 다수의 사회관계망서비스 및 온라인 동영상 서비스는 알고리즘 기반 정보추천서비스(이하 “알고리즘정보추천서비스”라 함)를 이용자에게 제공하고 있음.

  그런데 알고리즘정보추천서비스의 경우 이용자의 선호에 부합하는 정보만을 제공함으로써 국민여론에 편향된 영향을 미칠 수 있다는 측면에서 이용자가 해당 서비스의 이용 여부를 선택할 수 있도록 조치가 필요하다는 의견이 있음.

  이는 추천 알고리즘으로 인해 다양한 정보를 접할 기회를 얻지 못하면 이용자의 확증편향이 강화되고, 사회 갈등이 심화되는 등 민주적 공론장이 훼손될 우려가 매우 크기 때문임.

  이에 알고리즘정보추천서비스를 제공하려는 사업자는 해당 서비스의 이용 여부를 선택할 수 있다는 사실과 그 선택 절차 등을 약관에 명시적으로 규정하고, 해당 서비스의 이용에 관한 계약을 체결할 때 관련 내용을 이용자가 알기 쉽게 표시하거나 고지하도록 의무화하려는 것임. 또한, 해당 서비스의 지속적 이용의사가 있는지 여부를 묻는 선택항목을 주기적으로 제공하는 등 이용자의 선택권을 보장하기 위한 필요한 조치를 마련하고자 함(안 제22조의3 및 제22조의4 신설 등).",12750,20250124
52,2207801,정보통신망 이용촉진 및 정보보호 등에 관한 법률 일부개정법률안 (김도읍의원 등 10인),의원,과학기술정보방송통신위원회,"제안이유 및 주요내용 



  우리나라는 OECD 국가 중 자살률이 높은 만큼 그 심각성이 더욱 심화되고 있음. 실제로 온라인상 자살 방법 및 동반 자살 모집 등 자살유발정보를 쉽게 찾아볼 수 있는 실정임.

  이에 자살유발정보를 불법정보로서 온라인 등 정보통신망에 유통을 금지하도록 명시하고, 방송통신위원회는 해당 정보를 심의를 거쳐 즉시 차단 등의 조치를 취할 수 있도록 법적 근거를 마련하고자 함(안 제44조의7).",3995,20250124
53,2207782,정보통신망 이용촉진 및 정보보호 등에 관한 법률 일부개정법률안 (김도읍의원 등 10인),의원,과학기술정보방송통신위원회,"제안이유 및 주요내용 



  최근 지속적으로 온라인 등 정보통신망에서 불법 도박이 성행하고 있음. 특히, 청소년들의 온라인상 불법 도박이 증가하고 있는 실정으로 근절하기 위한 대책 마련이 절실함. 

  그러나 현행법상 불법 도박 등의 사행행위에 해당하는 정보는 정보통신망에서는 유통을 금지하도록 규정하고 있으나, 별도 처벌 규정은 없음.

  이에 법령에 따라 금지되는 사행행위에 해당하는 정보를 정보통신망에 유통한 자에 대해서는 1년 이하의 징역 또는 1천만원 이하의 벌금에 처하도록 함으로써 불법 도박에 대한 엄격한 처벌이 이뤄질 수 있도록 하고자 함(제74조제1항).",4750,20250123
54,2207758,정보통신망 이용촉진 및 정보보호 등에 관한 법률 일부개정법률안 (고동진의원 등 10인),의원,과학기술정보방송통신위원회,"제안이유 및 주요내용



  최근 일각에서는 국민들의 ‘표현의 자유’를 침해하려는 행태가 나타나고 있어, 자유민주주의의 가장 핵심이 되는 자유권적인 기본권이 무너질 수 있다는 우려가 계속 제기되고 있음.

  한편 대한민국 헌법에는 ‘표현의 자유’라는 말이 없는 상황에서, 헌법 제21조 제1항의 ‘언론ㆍ출판ㆍ집회ㆍ결사의 자유’를 통념상 ‘표현의 자유’로 해석하고 있음.

  미국은 1791년에 비준된 수정헌법 제1조에서 ‘의회가 국민들의 발언의 자유를 제한하는 법률을 제정할 수 없다’고 정하여, 자유민주주의 사회에서의 핵심 가치로서 ‘표현의 자유’가 얼마나 중요한 역할을 하는지 강조하고 있음. 이런 측면에서 미국의 트럼프 2기 행정부는 최근 1월 20일 ‘표현의 자유’를 보장하며, 모든 검열을 방지하겠다는 행정명령까지 발동시킨 바 있음.

  결론적으로, 현대 사회에서는 소수의견 존중과 이를 바탕으로 한 합리적 및 비판적 사고의 중요성이 날로 커지고 있는 바, 이들을 보다 확실히 보장하기 위해선 그 어느 때보다 법치적 및 법률적 측면에서 ‘표현의 자유’를 지키는 것이 중요하다고 할 것임.

  이에 대한민국 헌법의 가치를 일반법률에 제대로 반영하는 취지에서, 누구든지 국민의 정보통신서비스 이용에 대한 ‘표현의 자유’를 침해하여서는 아니하도록 하는 동시에, 해당 ‘표현의 자유’는 모욕죄, 명예훼손죄 등 다른 법률에서 특별히 제한하는 경우 외에는 반드시 보장되도록 하여, 1) 부당한 검열로부터의 개인과 사회의 보호, 2) 국민 개인 정체성 확립 및 다양한 관점의 존중, 3) 대한민국이 자유민주주의 국가로서 정의로운 방향으로 지속 발전될 수 있도록 하는 토대 등을 이룩하고자 하는 것임(안 제44조의11 신설).",6876,20250123
55,2207564,정보통신망 이용촉진 및 정보보호 등에 관한 법률 일부개정법률안 (고동진의원 등 15인),의원,과학기술정보방송통신위원회,"제안이유 및 주요내용



  최근 사회적으로 카카오톡 등에 대한 검열 논란이 야기되고 있어 국민의 기본권 침해 여지가 대두되고 있음. 하지만 「대한민국헌법」 제18조를 보면, ‘모든 국민은 통신의 비밀을 침해받지 아니한다’고 정하고 있음. 또 ‘표현의 자유’는 대한민국의 명백한 헌법적 가치이며, 자유민주주의의 가장 핵심이 되는 ‘자유권적 기본권’이기 때문에, 법률적으로 보다 확실히 보장되어야 한다는 지적이 제기되고 있음.

  이에 누구든지 카카오톡 등 정보통신서비스의 이용자가 해당 정보통신서비스를 이용할 때에 다른 법률에서 특별히 규정된 경우 외에는 그 이용과 관련된 정보를 검열하거나 감시, 조사 및 감청하여서는 아니 되도록 정하는 동시에, 이를 위반할 시에 7년 이하의 징역 또는 7천만원 이하의 벌금에 처하도록 하여, 대한민국 헌법의 가치와 자유민주주의의 기본권을 굳건히 지키고자 하는 것임(안 제44조제4항 및 제70조의3 신설).",9349,20250116
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
